"time..UTC.","latitude..degrees_north.","longitude..degrees_east.","conductivity..S.m.1.","temperature..Celsius.","pressure..dbar.","profile_id"
"2018-08-15T15:53:23Z",43.579155,-65.180085,3.7686,14.0686,0.09,1534348403
"2018-08-15T15:53:49Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:53:54Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:54:14Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:54:23Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:54:24Z",43.579155,-65.180085,3.68194,12.6049,5.52,1534348403
"2018-08-15T15:54:53Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:54:57Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:55:14Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:55:24Z",43.579155,-65.180085,3.61288,11.8164,12.53,1534348403
"2018-08-15T15:55:30Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:55:55Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:56:04Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:56:15Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:56:25Z",43.579155,-65.180085,3.49023,10.2451,19.71,1534348403
"2018-08-15T15:56:37Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:56:58Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:57:07Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:57:10Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:57:15Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:57:25Z",43.579155,-65.180085,3.29628,7.9537,25.91,1534348403
"2018-08-15T15:57:43Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:00Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:16Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:17Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:26Z",43.579155,-65.180085,3.11902,5.5871,31.46,1534348403
"2018-08-15T15:58:50Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:54Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:58:59Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:59:03Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:59:17Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:59:24Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T15:59:27Z",43.579155,-65.180085,3.04396,4.8454,36.69,1534348403
"2018-08-15T15:59:57Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:00:01Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:00:06Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:00:17Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:00:27Z",43.579155,-65.180085,3.01445,4.5086,42.7,1534348403
"2018-08-15T16:00:31Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:00:56Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:01:01Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:01:05Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:01:09Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:01:18Z",43.579155,-65.180085,NA,NA,NA,1534348403
"2018-08-15T16:01:28Z",43.579155,-65.180085,3.03251,4.8619,35.45,1534348888
"2018-08-15T16:01:38Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:02:12Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:02:18Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:02:29Z",43.579155,-65.180085,3.16991,6.8357,24.28,1534348888
"2018-08-15T16:02:45Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:02Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:08Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:14Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:18Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:19Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:03:29Z",43.579155,-65.180085,3.39536,9.7244,13.04,1534348888
"2018-08-15T16:03:52Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:04:17Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:04:20Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:04:25Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:04:30Z",43.579155,-65.180085,3.51878,12.6317,2.14,1534348888
"2018-08-15T16:04:56Z",43.579155,-65.180085,NA,NA,NA,1534348888
"2018-08-15T16:05:05Z",43.579155,-65.180085,NA,NA,NA,1534348888
